,HomeboxYesandNo,latitude,longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
261,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
262,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
263,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
264,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
265,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
266,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
267,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
268,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
269,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
270,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
271,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
272,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
273,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
274,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
275,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
276,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
277,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
278,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
279,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
280,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
281,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
282,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
283,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
284,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
285,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
286,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
287,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
288,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
289,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
290,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
291,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
292,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
293,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
294,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
295,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
296,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
297,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
298,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
299,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
300,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
301,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
302,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
303,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
304,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
305,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
306,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
307,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
308,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
309,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
310,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
311,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
312,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
313,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
314,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
315,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
316,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
317,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
318,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
319,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
320,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
321,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
322,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
323,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
324,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
325,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
326,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
327,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
328,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
329,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
330,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
331,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
332,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
333,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
334,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
335,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
336,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
337,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
338,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
339,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
340,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
341,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
342,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
343,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
344,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
345,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
346,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
347,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
348,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
349,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
350,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
351,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
352,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
353,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
354,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
355,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
356,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
357,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
358,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
359,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
360,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
361,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
362,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
363,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
364,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
365,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
366,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
367,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
368,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
369,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
370,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
371,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
372,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
373,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
374,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
375,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
376,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
377,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
378,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
379,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
380,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
381,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
382,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
383,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
384,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
385,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
386,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
387,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
388,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
389,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
390,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
391,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
392,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
393,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
394,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
395,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
396,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
397,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
398,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
399,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
400,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
401,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
402,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
403,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
404,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
405,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
406,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
407,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
408,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
409,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
410,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
411,Privat ,48.8775664,2.3408453,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
412,Privat ,48.8775664,2.3408453,So Nat,48.876277244672174,2.3386138527194253,Vegetarian / Vegan Restaurant
413,Privat ,48.8775664,2.3408453,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
414,Privat ,48.8775664,2.3408453,Maison Landemaine,48.8783451402891,2.3397740721702576,Bakery
415,Privat ,48.8775664,2.3408453,La Palanche D'âulac,48.878265,2.3425803,Vegetarian / Vegan Restaurant
416,Privat ,48.8775664,2.3408453,Le Bouclier de Bacchus,48.876833937033346,2.3378432838905985,Wine Bar
417,Privat ,48.8775664,2.3408453,Chez Vous,48.877769815283,2.3399282319030554,Lounge
418,Privat ,48.8775664,2.3408453,Farine & O,48.877209026769144,2.339463606476784,Bakery
419,Privat ,48.8775664,2.3408453,Place Saint-Georges,48.878408,2.337575,Plaza
420,Privat ,48.8775664,2.3408453,La Compagnie du Café,48.877915938060845,2.3379972591893754,Café
421,Privat ,48.8670809,2.3828135,Le Taïs,48.866278,2.3832,Moroccan Restaurant
422,Privat ,48.8670809,2.3828135,Le Perchoir,48.865394590401074,2.3818323879276817,Cocktail Bar
423,Privat ,48.8670809,2.3828135,Scoop Me a Cookie,48.866102661089144,2.3816984937596866,Dessert Shop
424,Privat ,48.8670809,2.3828135,Les Trois 8,48.866662690190594,2.385545969009399,Bar
425,Privat ,48.8670809,2.3828135,La Fine Mousse,48.86484533183731,2.381806969642639,Beer Bar
426,Privat ,48.8670809,2.3828135,Au poulet braisé,48.86753509289182,2.3833282361880808,African Restaurant
427,Privat ,48.8670809,2.3828135,Cô My Cantine,48.86749519691833,2.3846655653971056,Vietnamese Restaurant
428,Privat ,48.8670809,2.3828135,Les Idiots,48.86573117113606,2.3842041039129684,Bar
429,Privat ,48.8670809,2.3828135,Dilia,48.86863267951375,2.3862098157405853,Italian Restaurant
430,Privat ,48.8670809,2.3828135,Demain C'est Loin,48.868587141397676,2.3860969889624477,Bar
431,Privat ,48.8794073,2.3579688,Le Delly's,48.878458299848006,2.3578523952671735,African Restaurant
432,Privat ,48.8794073,2.3579688,St Christopher's Inn Gare du Nord,48.879256861423656,2.357995379355746,Hostel
433,Privat ,48.8794073,2.3579688,Saravanaa Bhavan,48.87993491192538,2.3574035456877773,Indian Restaurant
434,Privat ,48.8794073,2.3579688,25hours Hotel Terminus Nord,48.8796579135041,2.355064755756757,Hotel
435,Privat ,48.8794073,2.3579688,NENI Paris,48.87960637123196,2.3549312353134155,Israeli Restaurant
436,Privat ,48.8794073,2.3579688,Marks & Spencer Food,48.87674195537729,2.3584860723718233,Food & Drink Shop
437,Privat ,48.8794073,2.3579688,Marché Saint-Quentin,48.87683066585309,2.355233825623974,Farmers Market
438,Privat ,48.8794073,2.3579688,La Marina,48.87984810987653,2.3621741713176885,Italian Restaurant
439,Privat ,48.8794073,2.3579688,Yamada,48.878927052458465,2.3623045515396037,Japanese Restaurant
440,Privat ,48.8794073,2.3579688,L'Étoile du Nord par Thierry Marx,48.88024894020012,2.3564205085950505,French Restaurant
441,Privat ,48.839369700000006,2.3270221,Le Plomb du Cantal,48.840650673675725,2.324395837410799,Auvergne Restaurant
442,Privat ,48.839369700000006,2.3270221,La Crêperie de Josselin,48.84170441545747,2.3254108428955083,Creperie
443,Privat ,48.839369700000006,2.3270221,Le Bistrot des Campagnes,48.840980629423825,2.3307818651488605,French Restaurant
444,Privat ,48.839369700000006,2.3270221,Bobino,48.83987059079406,2.323256246213356,Comedy Club
445,Privat ,48.839369700000006,2.3270221,Les Grillades de Buenos Aires,48.842073596248895,2.32551102595978,Argentinian Restaurant
446,Privat ,48.839369700000006,2.3270221,Amorino,48.841170659456644,2.324666789191421,Ice Cream Shop
447,Privat ,48.839369700000006,2.3270221,Kapunka,48.841423,2.325872,Thai Restaurant
448,Privat ,48.839369700000006,2.3270221,Rosebud,48.841734749290225,2.328106301780606,Cocktail Bar
449,Privat ,48.839369700000006,2.3270221,Il Barone,48.84082361513897,2.3310516499447393,Italian Restaurant
450,Privat ,48.839369700000006,2.3270221,Le Petit Montparnasse,48.83947242780253,2.3241747931520367,Theater
451,Privat ,48.8609677,2.315073,Esplanade des Invalides,48.8605592494509,2.313549880380462,Plaza
452,Privat ,48.8609677,2.315073,Chez Françoise,48.86192434688699,2.3144443797783487,French Restaurant
453,Privat ,48.8609677,2.315073,Berges de Seine – Rive gauche,48.8630533475824,2.3135475165272785,Pedestrian Plaza
454,Privat ,48.8609677,2.315073,Garance,48.860006926675965,2.3152838745620827,French Restaurant
455,Privat ,48.8609677,2.315073,Rosa Bonheur sur Seine,48.86322568698965,2.315520425767086,Beer Garden
456,Privat ,48.8609677,2.315073,Le Divellec,48.860940430438774,2.3118041022650018,French Restaurant
457,Privat ,48.8609677,2.315073,Place des Invalides,48.85863052623178,2.3129439353942867,Plaza
458,Privat ,48.8609677,2.315073,Le Narcisse Blanc Hôtel,48.86053722059414,2.3104867300377143,Hotel
459,Privat ,48.8609677,2.315073,Place du Palais Bourbon,48.86058983027663,2.318292194388325,Plaza
460,Privat ,48.8609677,2.315073,David Toutain,48.86019458411276,2.3096224857629672,French Restaurant
461,Privat ,48.858221,2.3897289,Pan Piper Live,48.858147932621975,2.3887255243432826,Music Venue
462,Privat ,48.858221,2.3897289,Little Hanoï,48.85822408427245,2.388305881508868,Vietnamese Restaurant
463,Privat ,48.858221,2.3897289,Outland Bar,48.85560692606166,2.387160023020572,Beer Bar
464,Privat ,48.858221,2.3897289,Nanchang,48.855238811196365,2.3878934867998907,Jiangxi Restaurant
465,Privat ,48.858221,2.3897289,L'Artiste,48.85937998866867,2.3866483017914173,French Restaurant
466,Privat ,48.858221,2.3897289,Confluences,48.85817552720896,2.392841309580286,Theater
467,Privat ,48.858221,2.3897289,Curioos Paris,48.857462033851746,2.3963437399880148,Tech Startup
468,Privat ,48.858221,2.3897289,Biocoop Le Retour à la Terre,48.85717612558437,2.3904048313014203,Organic Grocery
469,Privat ,48.858221,2.3897289,Cimetière du Père Lachaise,48.86160921192831,2.393882274627685,Cemetery
470,Privat ,48.858221,2.3897289,La Réserve des Initiés,48.855725784047614,2.3865973949432373,French Restaurant
471,Privat ,48.858221,2.3897289,Pan Piper Live,48.858147932621975,2.3887255243432826,Music Venue
472,Privat ,48.858221,2.3897289,Little Hanoï,48.85822408427245,2.388305881508868,Vietnamese Restaurant
473,Privat ,48.858221,2.3897289,Outland Bar,48.85560692606166,2.387160023020572,Beer Bar
474,Privat ,48.858221,2.3897289,Nanchang,48.855238811196365,2.3878934867998907,Jiangxi Restaurant
475,Privat ,48.858221,2.3897289,L'Artiste,48.85937998866867,2.3866483017914173,French Restaurant
476,Privat ,48.858221,2.3897289,Confluences,48.85817552720896,2.392841309580286,Theater
477,Privat ,48.858221,2.3897289,Curioos Paris,48.857462033851746,2.3963437399880148,Tech Startup
478,Privat ,48.858221,2.3897289,Biocoop Le Retour à la Terre,48.85717612558437,2.3904048313014203,Organic Grocery
479,Privat ,48.858221,2.3897289,Cimetière du Père Lachaise,48.86160921192831,2.393882274627685,Cemetery
480,Privat ,48.858221,2.3897289,La Réserve des Initiés,48.855725784047614,2.3865973949432373,French Restaurant
481,Privat ,48.858221,2.3897289,Pan Piper Live,48.858147932621975,2.3887255243432826,Music Venue
482,Privat ,48.858221,2.3897289,Little Hanoï,48.85822408427245,2.388305881508868,Vietnamese Restaurant
483,Privat ,48.858221,2.3897289,Outland Bar,48.85560692606166,2.387160023020572,Beer Bar
484,Privat ,48.858221,2.3897289,Nanchang,48.855238811196365,2.3878934867998907,Jiangxi Restaurant
485,Privat ,48.858221,2.3897289,L'Artiste,48.85937998866867,2.3866483017914173,French Restaurant
486,Privat ,48.858221,2.3897289,Confluences,48.85817552720896,2.392841309580286,Theater
487,Privat ,48.858221,2.3897289,Curioos Paris,48.857462033851746,2.3963437399880148,Tech Startup
488,Privat ,48.858221,2.3897289,Biocoop Le Retour à la Terre,48.85717612558437,2.3904048313014203,Organic Grocery
489,Privat ,48.858221,2.3897289,Cimetière du Père Lachaise,48.86160921192831,2.393882274627685,Cemetery
490,Privat ,48.858221,2.3897289,La Réserve des Initiés,48.855725784047614,2.3865973949432373,French Restaurant
491,Privat ,48.858221,2.3897289,Pan Piper Live,48.858147932621975,2.3887255243432826,Music Venue
492,Privat ,48.858221,2.3897289,Little Hanoï,48.85822408427245,2.388305881508868,Vietnamese Restaurant
493,Privat ,48.858221,2.3897289,Outland Bar,48.85560692606166,2.387160023020572,Beer Bar
494,Privat ,48.858221,2.3897289,Nanchang,48.855238811196365,2.3878934867998907,Jiangxi Restaurant
495,Privat ,48.858221,2.3897289,L'Artiste,48.85937998866867,2.3866483017914173,French Restaurant
496,Privat ,48.858221,2.3897289,Confluences,48.85817552720896,2.392841309580286,Theater
497,Privat ,48.858221,2.3897289,Curioos Paris,48.857462033851746,2.3963437399880148,Tech Startup
498,Privat ,48.858221,2.3897289,Biocoop Le Retour à la Terre,48.85717612558437,2.3904048313014203,Organic Grocery
499,Privat ,48.858221,2.3897289,Cimetière du Père Lachaise,48.86160921192831,2.393882274627685,Cemetery
500,Privat ,48.858221,2.3897289,La Réserve des Initiés,48.855725784047614,2.3865973949432373,French Restaurant
501,Privat ,48.8827635,2.3411863,Le Trianon,48.882853951515685,2.343140128285216,Concert Hall
502,Privat ,48.8827635,2.3411863,La Cigale,48.88235807415479,2.340148479356173,Music Venue
503,Privat ,48.8827635,2.3411863,La Cure Gourmande,48.8834743593793,2.3437517881393437,Bakery
504,Privat ,48.8827635,2.3411863,Seb'on,48.883531492564614,2.3403039011596407,French Restaurant
505,Privat ,48.8827635,2.3411863,Le Bon Bock,48.88278635001319,2.341899166100045,French Restaurant
506,Privat ,48.8827635,2.3411863,L'Annexe,48.88435302813302,2.3413352796073084,French Restaurant
507,Privat ,48.8827635,2.3411863,Maison Georges Larnicol,48.88399097394151,2.34334409236908,Candy Store
508,Privat ,48.8827635,2.3411863,Pain Pain,48.88365091551599,2.33984112739563,Bakery
509,Privat ,48.8827635,2.3411863,Petit Musée du Chocolat,48.884043711006115,2.3433293402194977,Chocolate Shop
510,Privat ,48.8827635,2.3411863,Élysée Montmartre,48.88296914218606,2.343803035741891,Music Venue
511,Privat ,48.8832395,2.327564,Cinéma des Cinéastes,48.88429274484065,2.327012258753519,Indie Movie Theater
512,Privat ,48.8832395,2.327564,B Montmartre Hotel,48.88363954759402,2.3257366102557246,Hotel
513,Privat ,48.8832395,2.327564,Librairie de Paris,48.883665039930726,2.327063019392942,Bookstore
514,Privat ,48.8832395,2.327564,Hôtel Secret de Paris,48.88135560917052,2.3283197033978853,Hotel
515,Privat ,48.8832395,2.327564,Pho 20,48.882103,2.328098,Vietnamese Restaurant
516,Privat ,48.8832395,2.327564,Pen Ty,48.883655,2.329039,Creperie
517,Privat ,48.8832395,2.327564,Le Bal,48.88528592627408,2.3272347450256348,Art Gallery
518,Privat ,48.8832395,2.327564,Y.Izakaya,48.885335,2.32552,Noodle House
519,Privat ,48.8832395,2.327564,Hotel Le Grey,48.881372695450096,2.3274112818857216,Hotel
520,Privat ,48.8832395,2.327564,Les Caves Populaires,48.884790914957705,2.324702024792067,Wine Bar
521,Privat ,48.8774242,2.3229613,Mandoobar,48.87947173008965,2.3211893745828847,Korean Restaurant
522,Privat ,48.8774242,2.3229613,Hôtel Wilson Opéra,48.8771075634396,2.322004498301221,Hotel
523,Privat ,48.8774242,2.3229613,Marks & Spencer Food,48.87517651252496,2.3232597902454093,Food & Drink Shop
524,Privat ,48.8774242,2.3229613,Neva Cuisine,48.88003878115313,2.3242129575887,French Restaurant
525,Privat ,48.8774242,2.3229613,Le Petit Ballon,48.87783933999911,2.320428866435472,Wine Shop
526,Privat ,48.8774242,2.3229613,Hilton Paris Opéra,48.87557147635434,2.325579121816145,Hotel
527,Privat ,48.8774242,2.3229613,La Flute de Pan,48.87870830849685,2.3224608362261656,Music Store
528,Privat ,48.8774242,2.3229613,À l'Up Thaï,48.88006607959589,2.3202696019378477,Thai Restaurant
529,Privat ,48.8774242,2.3229613,Lazare Paris,48.87615296263856,2.3254639982482956,Bistro
530,Privat ,48.8774242,2.3229613,La Pause Libanaise,48.874803786072405,2.325601517732832,Lebanese Restaurant
531,Privat ,48.82448660000001,2.3488965,Biérocratie,48.82540433288979,2.34705116583509,Beer Store
